Villa Constitución	-33.2333333	-60.3333333
Villa Carlos Paz	-31.4	-64.5166667
Viedma	-40.8	-63.0
Victoria	-32.6184122411498	-60.1547813415527
Venado Tuerto	-33.7497222	-61.9669444
Veinticinco de Mayo	-35.4280556	-60.1741667
Ushuaia	-54.8	-68.3
Tres Arroyos	-38.3833333	-60.2833333
Trelew	-43.248953896869	-65.3050518035889
Tartagal	-22.5333333	-63.8166667
Santiago del Estero	-27.7833333	-64.2666667
Santa Rosa	-36.6166667	-64.2833333
Santa Fe de la Vera Cruz	-31.6333333	-60.7
San Salvador de Jujuy	-24.1833333	-65.3
San Ramón de la Nueva Orán	-23.1322304487324	-64.3259811401367
San Rafael	-34.6	-68.3333333
San Pedro	-24.2333333	-64.8666667
San Nicolás de los Arroyos	-33.3302778	-60.2269444
San Miguel de Tucumán	-26.8166667	-65.2166667
San Martín	-33.0666667	-68.4666667
San Luis	-33.3	-66.35
San Juan	-31.5375	-68.5363889
San Francisco	-31.4333333	-62.0833333
San Fernando del Valle de Catamarca	-28.4666667	-65.7833333
San Carlos de Bariloche	-41.15	-71.3
Salta	-24.7833333	-65.4166667
Rosario	-32.9511111	-60.6663889
Río Tercero	-32.1833333	-64.1
Río Gallegos	-51.6333333	-69.2166667
Río Cuarto	-33.1333333	-64.35
Rawson	-43.3	-65.1
Rafaela	-31.2666667	-61.4833333
Punta Alta	-38.8833333	-62.0833333
Puerto Madryn	-42.7666667	-65.05
Presidencia Roque Sáenz Peña	-26.7833333	-60.45
Pergamino	-33.8925	-60.5725
Paraná	-31.7333333	-60.5333333
Olavarría	-36.9	-60.2833333
Nueve de Julio	-35.4541667	-60.8913889
Neuquén	-38.95	-68.0666667
Mendoza	-32.8833333	-68.8166667
Lincoln	-34.865	-61.5319444
Libertador General San Martín	-23.8	-64.8
La Rioja	-29.4333333	-66.85
Junín	-34.585	-60.9588889
General Roca	-39.0333333	-67.5833333
General Pico	-35.6666667	-63.7333333
Embalse	-32.1833333	-64.4166667
Cutral-Có	-38.9333333	-69.2333333
Coronel Suárez	-37.4666667	-61.9166667
Córdoba	-31.4	-64.1833333
Comodoro Rivadavia	-45.8666667	-67.5
Chivilcoy	-34.9083333	-60.0305556
Chacabuco	-34.6416667	-60.4738889
Cañada de Gómez	-32.8169444	-61.4008333
Bell Ville	-32.6166667	-62.7
Bahía Blanca	-38.7166667	-62.2833333
Alta Gracia	-31.6666667	-64.4333333
Villa Santa Rita	-34.6147734952543	-58.4797096252441
Pago Pago	-14.27806	-170.7025
Wolfsberg	46.8405556	14.8441667
Wiener Neustadt	47.8	16.25
Vienna	48.2084877601653	16.3720750808716
Wels	48.1666667	14.0333333
Weinzierl bei Krems	48.4	15.6
Villach	46.6102778	13.8558333
Traun	48.2166667	14.2333333
Traiskirchen	48.0166667	16.2833333
Ternitz	47.7166667	16.0333333
Steyr	48.0427423170615	14.421272277832
Spittal an der Drau	46.8	13.5
Schwechat	48.1333333	16.4666667
Sankt Pölten	48.2	15.6333333
Salzburg	47.7994056435064	13.0439901351929
Saalfelden am Steinernen Meer	47.4166667	12.85
Mödling	48.0833333	16.2833333
Lustenau	47.4330556	9.65
Linz	48.3063888888	14.286111111
Leonding	48.2666667	14.25
Leoben	47.3833333	15.1
Kufstein	47.5833333	12.1666667
Krems an der Donau	48.4092062871808	15.6141471862793
Klosterneuburg	48.3052063585096	16.3252222537994
Klagenfurt	46.6247222	14.3052778
Kapfenberg	47.4333333	15.3
Innsbruck	47.2626600380713	11.3945388793945
Hallein	47.6833333	13.1
Graz	47.0666667	15.45
Feldkirch	47.2330556	9.6
Dornbirn	47.4166667	9.7330556
Bregenz	47.5031127355309	9.74710464477539
Braunau am Inn	48.2666667	13.0333333
Baden	48.0166667	16.2333333
Amstetten	48.1229031642636	14.8720550537109
Whyalla	-33.0333333	137.5833333
Roebourne	-20.7833333	117.1333333
Perth	-31.9333333	115.8333333
Murray Bridge	-35.1166667	139.2666667
Mount Isa	-20.7333333	139.5
Mandurah	-32.55	115.7
Kwinana	-32.25	115.7666667
Kalgoorlie	-30.75	121.4666667
Geraldton	-28.7666667	114.6
Gawler	-34.6	138.7333333
Darwin	-12.4611336615902	130.841846466064
Bunbury	-33.3333333	115.6333333
Alice Springs	-23.7	133.8833333
Albany	-35.0169444	117.8916667
Adelaide	-34.9333333	138.6
Wodonga	-36.1166667	146.8833333
Warrnambool	-38.3833333	142.4833333
Wagga Wagga	-35.1166667	147.3666667
Traralgon	-38.1833333	146.5333333
Townsville	-19.25	146.8
Torquay	-25.2833333	152.8666667
Toowoomba	-27.55	151.9666667
Taree	-31.9	152.4666667
Tamworth	-31.1	150.9333333
Sydney	-33.8678499639382	151.207323074341
Surfers Paradise	-28.0027377616665	153.42999458313
Sunbury	-37.5833333	144.7333333
South Grafton	-29.7	152.95
Shepparton	-36.3833333	145.4
Rockhampton	-23.3833333	150.5
Queanbeyan	-35.35	149.2333333
Port Macquarie	-31.4333333	152.9166667
Orange	-33.2833333	149.1
Nowra	-34.8833333	150.6
Newcastle	-32.9271483615446	151.776466369629
Nerang	-27.9833333	153.3333333
Mount Gambier	-37.8333333	140.7666667
Mornington	-38.2166667	145.0333333
Mooloolaba	-26.6833333	153.1166667
Mildura	-34.2	142.15
Melton	-37.6833333	144.5833333
Melbourne	-37.8139965641595	144.963322877884
Maryborough	-25.5333333	152.7
Mackay	-21.15	149.2
Lismore	-28.8135437840429	153.27730178833
Launceston	-41.45	147.1666667
Katoomba	-33.7	150.3
Hornsby	-33.7	151.1
Hobart	-42.9166667	147.3333333
Griffith	-34.2833333	146.0333333
Goulburn	-34.75	149.7166667
Gold Coast	-28.0	153.4333333
Gladstone	-23.85	151.25
Geelong West	-38.1333333	144.35
Geelong	-38.1471125837516	144.360694885254
Forster	-32.1666667	152.5166667
Echuca	-36.1333333	144.75
Dubbo	-32.25	148.6166667
Devonport	-41.1666667	146.35
Deception Bay	-27.2	153.0333333
Cranbourne	-38.1	145.2833333
Craigieburn	-37.6	144.95
Coffs Harbour	-30.3	153.1333333
Wollongong	-34.4333333	150.8833333
Cessnock	-32.8333333	151.35
Canberra	-35.2834624726481	149.128074645996
Caloundra	-26.8	153.1333333
Cairns	-16.9166667	145.7666667
Caboolture	-27.0833333	152.95
Burnie	-41.0666667	145.9166667
Bundaberg	-24.85	152.35
Buderim	-26.6833333	153.05
Brunswick	-37.7666667	144.9666667
Broken Hill	-31.95	141.4333333
Brisbane	-27.4679357321901	153.028092384338
Bendigo	-36.7666667	144.2833333
Ballarat	-37.5666667	143.85
Armidale	-30.5166667	151.65
Albury	-36.0833333	146.9166667
South Brisbane	-27.4833333	153.0166667
Palmerston	-12.4860236620861	130.983295440674
Karratha	-20.7291440924285	116.854705810547
Oranjestad	12.5166667	-70.0333333
Babijn	12.5333333	-69.9833333
Angochi	12.516667	-69.95
Tel'mankend	39.8905556	48.3858333
Şuşa	39.7563889	46.7511111
Salyan	39.595	48.9791667
Neftçala	39.3586111	49.2469444
Naxçıvan	39.2088889	45.4122222
İmişli	39.8697222	48.06
Cǝlilabad	39.2088889	48.4972222
Bilǝsuvar	39.4583333	48.545
Astara	38.4561111	48.8786111
Əli Bayramlı	39.9319444	48.9202778
Ağdam	39.9930556	46.9305556
Zaqatala	41.6336111	46.6433333
Zabrat	40.4872222	49.9525
Yevlax	40.6172222	47.15
Xanlar	40.5869444	46.3158333
Xaçmaz	41.4708333	48.8097222
Ucar	40.5183333	47.6541667
Tǝrtǝr	40.345	46.9288889
Sumqayıt	40.5897222	49.6686111
Qaraçuxur	40.3966667	49.9736111
Şǝmkir	40.8297222	46.0188889
Şamaxı	40.6302778	48.6413889
Şǝki	41.1919444	47.1705556
Sabunçu	40.4425	49.9480556
Sabirabad	40.0127778	48.4788889
Qusar	41.4263889	48.4355556
Quba	41.3597222	48.5125
Qazımǝmmǝd	40.0433333	48.9355556
Qazax	41.0933333	45.3661111
Hacı Zeynalabdin	40.6233333	49.5586111
Mingǝçevir	40.77	47.0488889
Maştağa	40.5327778	50.0038889
Mǝrdǝkan	40.4922222	50.1388889
Lökbatan	40.3272222	49.73
Göyçay	40.6530556	47.7405556
Hövsan	40.3744444	50.0852778
Gǝncǝ	40.6827778	46.3605556
Buzovna	40.5161111	50.1163889
Binǝ	40.4538889	50.0763889
Bǝrdǝ	40.3744444	47.1266667
Bilǝcǝri	40.4313889	49.8080556
Baku	40.3952778	49.8822222
Əmircan	40.4263889	49.9836111
Ağsu	40.5691667	48.4008333
Ağdaş	40.65	47.4761111
Ağcabǝdi	40.0527778	47.4613889
Bakıxanov	40.4216667	49.9644444
Zenica	44.2013889	17.9063889
Visoko	43.9888889	18.1780556
Velika Kladuša	45.1894444	15.8116667
Tuzla	44.5427778	18.6694444
Trebinje	42.7119444	18.3441667
Travnik	44.2266667	17.6705556
Sarajevo	43.85	18.3833333
Prijedor	44.9813889	16.7130556
Mostar	43.3433333	17.8080556
Gradačac	44.8808333	18.4269444
Gračanica	44.7033333	18.3097222
Goražde	43.6669444	18.9763889
Doboj	44.7347222	18.0877778
Cazin	44.9669444	15.9430556
Bugojno	44.0572222	17.4508333
Brčko	44.8727778	18.8083333
Bosanska Krupa	44.8825	16.1513889
Bijeljina	44.7569444	19.2161111
Bihać	44.8169444	15.8708333
Banja Luka	44.7758333	17.1855556
Konjic	43.6519444	17.9613889
Bridgetown	13.1	-59.6166667
Thākurgaon	26.0333333	88.4666667
Teknāf	20.8666667	92.3
Tungi	23.89	90.4058333
Sylhet	24.8966667	91.8716667
Dohār	23.5883333	90.1469444
Jamālpur	24.9166667	89.9333333
Shibganj	24.6833333	88.1666667
Sātkhira	22.7166667	89.1
Sirājganj	24.45	89.7166667
Netrakona	24.8833333	90.7166667
Narsingdi	23.9208333	90.7180556
Sandwīp	22.4677778	91.4561111
Shāhzādpur	24.1666667	89.6
Rāmganj	23.1	90.85
Rājshāhi	24.3666667	88.6
Pirojpur	22.5666667	89.9833333
Panchagarh	26.3333333	88.5666667
Patiya	22.2947222	91.9791667
Pārbatipur	25.65	88.9166667
Nārāyanganj	23.6233333	90.5011111
Nālchiti	22.6333333	90.2833333
Nageswari	25.9666667	89.7166667
Mymensingh	24.75	90.4
Muktāgācha	24.7666667	90.2333333
Mirzāpur	24.1	90.1
Moulvi Bāzār	24.4833333	91.7833333
Morrelganj	22.4666667	89.85
Mehendiganj	22.8166667	90.5333333
Mathbaria	22.3	89.95
Lālmanir Hāt	25.9	89.45
Lākshām	23.2472222	91.1425
Comilla	23.4577778	91.2044444
Rangpur	25.75	89.25
Kushtia	23.9166667	89.1166667
Kālīganj	23.4166667	89.1333333
Jhikergacha	23.1166667	89.1166667
Jaipur Hāt	25.1	89.0166667
Ishurdi	24.1333333	89.0833333
Habiganj	24.3833333	91.4166667
Gaurnadi	22.9666667	90.2333333
Gafargaon	24.4333333	90.5666667
Feni	23.0186111	91.41
Rāipur	23.05	90.7666667
Sārankhola	22.3	89.7833333
Dhaka	23.7230556	90.4086111
Chilmāri	25.55	89.7166667
Chhāgalnāiya	23.03	91.5069444
Lālmohan	22.3166667	90.7166667
Khagrāchari	23.1	91.9666667
Chhātak	25.0333333	91.6666667
Abhaynagar	23.0166667	89.4666667
Bherāmāra	24.0333333	88.9666667
Bhairab Bāzār	24.0666667	90.9666667
Bāndarban	22.1980556	92.2197222
Kālia	23.05	89.6333333
Baniachang	24.5166667	91.3666667
Bājitpur	24.2166667	90.95
Badarganj	25.6666667	89.05
Narail	23.1666667	89.5
Tungipāra	22.9	89.9166667
Sarishābāri	24.7333333	89.8333333
Sakhipur	24.3	90.1833333
Raojān	22.5383333	91.9147222
Phultala	22.7	89.5166667
Pālang	23.2166667	90.35
Pār Naogaon	24.8	88.95
Nabīnagar	23.8916667	90.9733333
Lakshmīpur	22.95	90.8333333
Kesabpur	22.9166667	89.2166667
Kaptaimukh	22.4713889	92.2322222
Hājīganj	23.2511111	90.8591667
Farīdpur	23.6	89.8333333
Dinājpur	25.6333333	88.6333333
Dakshin Char Fasson	22.2166667	90.7333333
Chittagong	22.3330556	91.8363889
Char Bhadrāsan	23.3166667	90.2166667
Bera	24.0833333	89.6166667
Barahānuddin	22.5	90.7166667
Sātkānia	22.0755556	92.0513889
Cox's Bāzār	21.4422222	91.9780556
Khulna	22.8	89.55
Bhola	22.6833333	90.65
Barisāl	22.7019444	90.3711111
Jessore	23.1666667	89.2166667
Pābna	24.0	89.25
Tāngāil	24.25	89.9166667
Pīrganj	25.8666667	88.3666667
Nawābganj	24.6	88.2833333
Mādārīpur	23.1752778	90.2072222
Sherpur	25.0166667	90.0166667
Kishorganj	24.4333333	90.7666667
Mānikchhari	22.8625	91.845
Bhandāria	22.4833333	90.0666667
Fatikchari	22.6883333	91.7908333
Saidpur	25.7776918455459	88.8916897773743
Zwijndrecht	51.2166667	4.3333333
Zwevegem	50.8	3.3333333
Zottegem	50.8666667	3.8
Zonhoven	50.9833333	5.35
Zoersel	51.2666667	4.7
Zemst	50.9833333	4.4666667
Zele	51.0666667	4.0333333
Zedelgem	51.15	3.1333333
Zaventem	50.8833333	4.4666667
Wuustwezel	51.3833333	4.6
Willebroek	51.0666667	4.3666667
Wevelgem	50.8	3.1666667
Wetteren	51.0	3.8833333
Westerlo	51.0833333	4.9166667
Wervik	50.7833333	3.0333333
Wavre	50.7166667	4.6166667
Waterloo	50.7166667	4.3833333
Waregem	50.8833333	3.4166667
Walcourt	50.25	4.4166667
Visé	50.7333333	5.7
Vilvoorde	50.9333333	4.4333333
Verviers	50.5833333	5.8666667
Turnhout	51.3166667	4.95
Tubize	50.6833333	4.2
Tournai	50.6	3.3833333
Torhout	51.0666667	3.1
Tongeren	50.7833333	5.4666667
Tienen	50.8	4.95
Tielt	51.0	3.3166667
Tessenderlo	51.0666667	5.0833333
Tervuren	50.8166667	4.5166667
Temse	51.1333333	4.2166667
Stekene	51.2	4.0333333
Stabroek	51.3333333	4.3666667
Soumagne	50.6166667	5.75
Soignies	50.5790400233464	4.07129287719727
Sint-Truiden	50.8	5.2
Sint-Pieters-Leeuw	50.7833333	4.2333333
Sint-Niklaas	51.1666667	4.1333333
Sint-Katelijne-Waver	51.0666667	4.5333333
Sint-Gillis-Waas	51.2166667	4.1333333
Sint-Genesius-Rode	50.75	4.35
Seraing	50.6	5.4833333
Schoten	51.25	4.5
Schilde	51.2333333	4.5666667
Saint-Nicolas	50.6333333	5.5333333
Saint-Ghislain	50.4481589498269	3.8188648223877
Rotselaar	50.95	4.7166667
Ronse	50.75	3.6
Roeselare	50.9465312558688	3.1226921081543
Rixensart	50.7166667	4.5333333
Riemst	50.8	5.6
Ranst	51.2	4.55
Quaregnon	50.4406706315479	3.86529922485352
Puurs	51.0833333	4.2833333
Putte	51.0666667	4.6333333
Poperinge	50.85	2.7166667
Pont-à-Celles	50.5	4.35
Péruwelz	50.5081866025905	3.59373092651367
Peer	51.1333333	5.4666667
Overijse	50.7666667	4.5333333
Oupeye	50.7	5.65
Oudenaarde	50.85	3.6
Oostkamp	51.15	3.2333333
Oostende	51.2166667	2.9166667
Nivelles	50.6	4.3333333
Ninove	50.8333333	4.0166667
Nijlen	51.1666667	4.65
Neerpelt	51.2166667	5.4166667
Namur	50.4666667	4.8666667
Mouscron	50.7333333	3.2166667
Mortsel	51.1666667	4.4666667
Morlanwelz-Mariemont	50.45	4.2333333
Mons	50.4541296245289	3.95228862762451
Mol	51.1833333	5.1
Middelkerke	51.1833333	2.8166667
Merelbeke	51.0	3.75
Menen	50.8	3.1166667
Meise	50.9333333	4.3333333
Mechelen	51.0333333	4.4666667
Marche-en-Famenne	50.2267826716323	5.34416198730469
Manage	50.5	4.2166667
Maldegem	51.2166667	3.45
Maasmechelen	50.8166667	5.6666667
Maaseik	51.1	5.8
Louvain-la-Neuve	50.6695923385188	4.61191892623901
Londerzeel	51.0	4.3
Lommel	51.2333333	5.3
Lokeren	51.1	3.9833333
Lochristi	51.1	3.8333333
Lille	51.2333333	4.8333333
Liège	50.6411875982987	5.57178497314453
Leuven	50.8795895885995	4.70092535018921
Lessines	50.7166667	3.8333333
Lede	50.9666667	3.9833333
Lebbeke	51.0	4.1333333
Lanaken	50.8833333	5.65
La Louvière	50.4865657695857	4.18785095214844
Kortrijk	50.8280325513329	3.26487064361572
Kortenberg	50.8833333	4.5333333
Kontich	51.1333333	4.45
Koksijde	51.1	2.65
Knokke-Heist	51.35	3.2666667
Kasterlee	51.25	4.95
Kapellen	51.3166667	4.4333333
Kalmthout	51.3833333	4.4666667
Izegem	50.9166667	3.2
Ieper	50.85	2.8833333
Huy	50.5166667	5.2333333
Hoogstraten	51.4	4.7666667
Hoboken	51.1666667	4.35
Herzele	50.8833333	3.8833333
Herve	50.6333333	5.8
Herstal	50.6666667	5.6333333
Herentals	51.1833333	4.8333333
Herent	50.9	4.6666667
Heist-op-den-Berg	51.0833333	4.7166667
Hasselt	50.9333333	5.3333333
Harelbeke	50.85	3.3
Hamme	51.1	4.1333333
Halle	50.741017899342	4.23248291015625
Haaltert	50.9	4.0
Grimbergen	50.9333333	4.3833333
Geraardsbergen	50.7666667	3.8666667
Gent	51.05	3.7166667
Genk	50.9666667	5.5
Gembloux	50.5666667	4.6833333
Geel	51.1666667	5.0
Frameries	50.405782416368	3.89602661132812
Fleurus	50.4813774816892	4.54876899719238
Fléron	50.6166667	5.6833333
Flémalle-Haute	50.6	5.4666667
Evergem	51.1166667	3.7
Eupen	50.6333333	6.0333333
Essen	51.4666667	4.4666667
Eeklo	51.1833333	3.5666667
Edegem	51.15	4.45
Duffel	51.1	4.5166667
Dour	50.3958252670238	3.77792358398438
Dilbeek	50.85	4.2666667
Diksmuide	51.0333333	2.8666667
Diest	50.983424312723	5.05014896392822
Diepenbeek	50.9	5.4
Destelbergen	51.05	3.8
Dendermonde	51.0333333	4.1166667
Denderleeuw	50.8833333	4.0666667
Deinze	50.9833333	3.5333333
Courcelles	50.4666667	4.3666667
Colfontaine	50.4140966744236	3.85568618774414
Chaudfontaine	50.5833333	5.6333333
Châtelet	50.4	4.5166667
Charleroi	50.4166667	4.4333333
Brussels	50.8465974826927	4.35277462005615
Brugge	51.2097870885244	3.22500228881836
Brecht	51.35	4.6333333
Brasschaat	51.2833333	4.45
Braine-le-Comte	50.6	4.1333333
Boussu	50.4341652182719	3.79440307617188
Bornem	51.1	4.2333333
Boom	51.0833333	4.3666667
Blankenberge	51.3166667	3.1333333
Binche	50.4	4.1666667
Bilzen	50.8666667	5.5166667
Beveren	51.2166667	4.25
Beringen	51.05	5.2166667
Beersel	50.7666667	4.3
Beerse	51.3166667	4.8666667
Balen	51.1666667	5.15
Ath	50.6293744425505	3.77800941467285
Asse	50.9166667	4.2
Arlon	49.6833333	5.8166667
Antwerp	51.2166667	4.4166667
Ans	50.65	5.5333333
Andenne	50.4833333	5.1
Aarschot	50.9833333	4.8333333
Aalter	51.0833333	3.45
Aalst	50.9333333	4.0333333
Zorgho	12.2488889	-0.6158333
Yako	12.9666667	-2.2666667
Tougan	13.0666667	-3.0666667
Tenkodogo	11.78	-0.3697222
Réo	12.3166667	-2.4666667
Pô	11.1697222	-1.145
Ouahigouya	13.5833333	-2.4166667
Ouagadougou	12.3702778	-1.5247222
Nouna	12.7333333	-3.8666667
Manga	11.6636111	-1.0730556
Léo	11.1	-2.1
Koupéla	12.1794444	-0.3516667
Koudougou	12.25	-2.3666667
Kongoussi	13.3258333	-1.5347222
Kombissiri	12.0655556	-1.3375
Kokologo	12.1897222	-1.8855556
Kaya	13.0916667	-1.0844444
Houndé	11.5	-3.5166667
Gourcy	13.2166667	-2.35
Garango	11.8	-0.5505556
Fada N'Gourma	12.0622222	0.3577778
Dori	14.0333333	-0.0333333
Djibo	14.1022222	-1.6305556
Diapaga	12.0708333	1.7888889
Dédougou	12.4666667	-3.4666667
Boulsa	12.6675	-0.5758333
Bobo Dioulasso	11.2	-4.3
Banfora	10.6333333	-4.7666667
Orodara	10.9491667	-4.9341667
Yambol	42.4833333	26.5
Vratsa	43.21	23.5625
Vidin	43.99	22.8725
Velingrad	42.0166667	24.0
Veliko Tŭrnovo	43.0812388564044	25.6290435791016
Varna	43.2166667	27.9166667
Tŭrgovishte	43.2591667	26.5891667
Troyan	42.894265045165	24.7158908843994
Tonchevtsi	42.9	25.3166667
Dobrich	43.5666667	27.8333333
Svishtov	43.6230556	25.3538889
Svilengrad	41.7666667	26.2
Stara Zagora	42.4327778	25.6419444
Dupnitsa	42.2666667	23.1166667
Sofia	42.6975135281805	23.324146270752
Smolyan	41.5852778	24.6919444
Sliven	42.6858333	26.3291667
Silistra	44.1166667	27.2666667
Shumen	43.2706436600612	26.9228553771973
Sevlievo	43.0258333	25.1136111
Sandanski	41.5666667	23.2833333
Samokov	42.3333333	23.55
Ruse	43.8563889	25.9708333
Razgrad	43.5333333	26.5166667
Rakovski	42.3	24.9666667
Popovo	43.35	26.2333333
Plovdiv	42.15	24.75
Pleven	43.4166667	24.6166667
Petrich	41.4	23.2166667
Peshtera	42.0333333	24.3
Pernik	42.6	23.0333333
Pazardzhik	42.2	24.3333333
Panagyurishte	42.5	24.1833333
Nova Zagora	42.4833333	26.0166667
Montana	43.4125	23.225
Lovech	43.1333333	24.7166667
Lom	43.8138889	23.2361111
Kyustendil	42.2838889	22.6911111
Khaskovo	41.9402778	25.5694444
Kharmanli	41.9333333	25.9
Kazanlŭk	42.6166667	25.4
Karnobat	42.65	26.9833333
Karlovo	42.6333333	24.8
Gotse Delchev	41.5666667	23.7333333
Gorna Oryakhovitsa	43.1277778	25.7016667
Gabrovo	42.8747222	25.3341667
Dimitrovgrad	42.05	25.6
Chirpan	42.2	25.3333333
Cherven Bryag	43.2666667	24.1
Burgas	42.5	27.4666667
Botevgrad	42.9	23.7833333
Blagoevgrad	42.0166667	23.1
Berkovitsa	43.2361111	23.1258333
Aytos	42.7	27.25
Asenovgrad	42.0166667	24.8666667
Sitrah	26.1547222	50.6205556
Madīnat ‘Īsá	26.173611	50.547778
Jidd Ḩafş	26.2186111	50.5477778
Dār Kulayb	26.0686111	50.5038889
Al Muḩarraq	26.2572222	50.6119444
Manama	26.2361111	50.5830556
Makamba	-4.1347222	29.805
Bururi	-3.94877266586515	29.6243762969971
Bujumbura	-3.3761111	29.36
Muramvya	-3.2680556	29.6166667
Gitega	-3.425	29.9333333
Ruyigi	-3.4763889	30.2486111
Ngozi	-2.9083333	29.8277778
Kayanza	-2.9222222	29.6222222
